m n xshort ynoraml zshort anglelong angleshort anglenormal
   25 1159    0.16664    0.90533    1.07103    2.10979    0.55310    2.28493
   25 1269    0.11767    0.40917    0.08035    2.97778    2.57646    0.58966
   25 1348   -0.78245    0.24298    0.60402    1.10091    2.12256    2.18829
   25 1414    0.68880    0.13764    1.24591    2.03448    0.87035    2.29091
   25 1607   -0.04708    0.53308    0.21763    2.86743    1.36176    1.81695
   25 1674    0.55824    0.18928    0.25966    0.15799    0.14916    0.14717
   25 1762   -0.70785    0.34532    1.38507    2.65453    2.71698    0.64014
   25 1847    0.97078    0.49297    0.99267    1.52562    1.53045    1.84760
   25 1993    0.91871    0.27177    0.46543    1.14229    2.05897    1.93982
   25 2048   -0.25309    0.55728    1.56179    0.63601    1.61545    1.74043
   25 2059   -0.83141    0.19477    0.08657    2.14069    0.90819    2.74717
   25 2098    0.41257    0.31833    1.11404    1.56717    2.11669    1.33392
   26  198   -0.20124    0.46412    0.46657    2.90112    2.25180    0.92336
   26  229   -0.59953    0.22189    0.31560    3.06724    3.12104    0.07639
   26  326    0.31526    0.36534    0.89626    2.19427    0.97692    2.90145
   26  532    0.30365    0.61497    0.74438    1.02587    1.72917    1.91755
   26  786    0.43451    0.24296    0.12470    2.96435    2.43864    0.72581
   26  834   -0.09518    0.47864    0.25352    0.23269    2.25142    2.28319
   26  921   -0.72574    0.93044    0.71595    1.49542    2.02410    2.26187
   26 1030    0.37491    0.22444    0.36937    0.14126    0.86495    0.87579
   26 1339    0.15300    0.26057    1.18011    0.99856    1.66497    1.91762
   26 1506   -0.19732    0.06545    1.59460    0.23557    2.26057    2.23830
   26 1843    1.31774    0.17983    0.59189    2.02465    1.15699    2.84911
   26 2034   -0.49013    0.22394    0.38564    0.04902    0.14596    0.15343
   26 2089    0.73765    0.24313    1.01117    2.17434    1.16098    2.52166
   27  232   -0.27981    0.11432    0.92842    0.30419    1.85320    1.88399
   27  252    0.17609    0.37107    0.62569    2.63466    0.48144    2.94344
   27  748    0.18542    0.51812    1.00383    0.19116    0.42077    0.46204
   27 1120   -0.34264    0.65916    1.07964    1.76102    2.75472    1.37603
   27 1206   -0.41941    0.46589    1.18734    1.76382    0.39107    1.84113
   27 1415   -0.20336    0.36364    1.39519    0.20313    2.86412    2.91473
   27 1427    0.37569    0.21105    0.26283    2.71693    0.97324    2.25259
   27 1594    0.34170    0.62627    1.12019    2.23554    1.90930    1.16490
   27 1681    0.65989    0.17487    0.21700    2.53350    0.54835    2.84192
   27 1707   -0.15055    0.47511    0.21920    2.97188    2.22705    0.93249
   27 1763   -0.56268    0.26490    0.00399    2.87555    0.25929    3.03561
   27 1947    0.61134    0.33561    0.66051    0.33369    1.73258    1.76546
   28   51    0.28743    0.13286    1.55824    0.51572    1.24717    1.34980
   28  353   -0.55890    0.95279    1.01547    1.52260    2.36022    1.58332
   28  526   -0.12538    0.04048    1.56338    0.18250    2.64169    2.63030
   28  606   -0.53385    0.18906    0.28102    0.04122    0.14835    0.15267
   28  800   -0.41904    0.23061    0.15824    2.91071    0.78203    2.39749
   28  834   -0.77817    0.37569    1.30274    0.53369    1.78559    1.80493
   28 1090    0.72568    0.10600    1.34457    2.45893    0.65698    2.77596
   28 1196   -0.10419    0.44277    0.01712    3.03598    2.35016    0.79870
   28 1226    0.45075    0.28447    1.36355    2.95104    0.64656    2.52142
   28 1233   -0.17025    0.49500    0.05482    2.91745    2.27071    0.90305
   28 1299   -0.04340    0.41849    1.55250    0.02897    2.22465    2.22504
   28 1422   -0.43783    0.03740    1.79018    0.28445    0.68950    0.62369
   28 1688    0.14063    0.32366    1.59862    0.52746    1.87506    1.91283
   28 2117   -0.27957    0.33635    1.37267    2.72378    2.68722    0.46124
   28 2127    0.36646    0.25238    0.24684    0.19835    0.74812    0.74872
   28 2137    0.58496    0.23787    0.00995    0.36436    2.78907    3.03955
   29  232    0.00255    0.49088    0.08639    2.86058    1.95870    1.21975
   29  252    0.56480    0.27845    0.15085    0.05239    0.07350    0.07130
   29  503   -0.53630    0.01034    1.54769    2.99489    2.96227    0.11063
   29  586    0.47263    0.19674    1.00038    1.47641    2.20690    1.78471
   29  694   -0.32599    0.51428    1.33690    0.19656    0.77561    0.79142
   29  768    0.47452    0.18838    0.00624    0.26979    2.11047    2.14831
   29  963   -0.52651    0.25953    0.10945    0.11263    0.11373    0.06126
   29 1187   -0.43408    0.22766    0.12036    3.07149    2.34629    0.79850
   29 1435   -0.05035    0.44857    0.09215    2.94574    2.11163    1.01646
   29 1468   -0.93840    0.12259    0.81111    1.64763    0.83835    1.60011
   29 1610    0.06799    0.24808    1.43448    3.01172    2.90361    0.19928
   29 1633   -0.56871    0.74297    0.12237    0.24543    1.04741    1.02677
   29 1658   -0.09940    0.51890    1.30651    0.50177    2.10656    2.18300
   29 1947    0.50813    0.48155    1.64456    2.87222    1.84512    1.33317
   29 2114    0.05382    0.22880    1.61976    0.40270    2.11331    2.20966
   30   52    0.47240    0.50040    0.00656    1.42083    1.10935    1.88887
   30  105   -0.11483    0.12676    0.95986    1.72522    0.44685    1.79309
   30  202   -0.50183    0.39947    0.07542    0.13758    2.68871    2.66765
   30  301    0.60910    0.22057    1.42133    0.27385    1.60451    1.57843
   30  396    0.02926    0.47386    0.06196    2.74882    2.09502    0.95768
   30  415    0.47161    0.12569    0.00352    2.98516    2.37727    0.74689
   30  433   -0.08668    0.08293    1.63135    2.61476    2.58426    0.20865
   30  457    0.49858    0.32573    0.15493    3.09291    0.04550    3.11791
   30  546    0.04515    0.36969    1.53018    2.57502    2.43639    0.42877
   30  583   -0.60189    0.49522    0.55681    1.47070    2.19662    1.25730
   30  630    0.14677    0.49927    0.45787    1.75087    1.25108    2.11437
   30  990   -0.48673    0.09634    1.49219    2.71100    2.67554    0.19440
   30 1136    0.30366    0.38594    1.55318    2.53006    2.31331    0.54174
   30 1671   -0.61859    0.50296    1.27891    0.12248    2.61046    2.62323
   30 1898    0.04044    0.48803    0.16059    2.80794    2.06889    1.11193
   31   50   -0.80672    0.35338    1.44795    2.38035    1.51585    1.88878
   31   82    0.47658    0.11553    0.14645    0.36557    0.93793    1.01555
   31  282   -0.04208    0.22545    1.07772    2.05788    0.26549    2.04034
   31  458    0.91926    0.34266    0.18120    2.67407    0.96382    2.31537
   31  466   -0.06701    0.46976    0.15537    0.13966    0.69583    0.69708
   31  660    0.42940    0.36077    0.02298    0.30815    1.08877    1.14072
   31  671    0.29803    0.46776    0.82949    1.24469    1.89879    2.53464
   31  749   -0.53967    0.12748    0.02339    0.13941    0.31006    0.28249
   31 1222    0.11328    0.50434    0.08622    0.20099    0.68790    0.70839
   31 1588    0.45736    0.40951    0.17822    2.81774    1.39905    1.75780
   31 1705   -0.40574    0.02178    0.97294    1.63363    1.41845    1.41896
   32   38    0.39098    0.29757    0.23973    0.45479    2.56300    2.78509
   32   42   -0.57947    0.64923    0.72466    1.60629    2.25551    1.66748
   32   80   -0.06859    0.94269    0.60042    1.71161    1.23443    1.49424
   32  109   -0.11187    0.02446    1.58219    0.21359    0.19173    0.28352
   32  258    0.11508    1.01845    0.04230    1.49044    1.78042    1.46424
   32  380    0.60514    0.71766    0.25362    1.38534    1.70289    1.56746
   32  609    0.42501    1.18932    0.38663    1.62399    0.81183    1.66582
   32  750    0.82516    0.14238    1.46242    2.33402    1.84495    1.55598
   32  880   -0.12816    0.96062    0.99863    1.74475    2.31745    1.63283
   32  890   -0.02497    0.53267    0.05757    0.22868    1.98519    1.99723
   32  913   -0.38129    0.79312    0.16907    1.59762    2.45604    1.60004
   32  992   -0.87924    0.24579    1.10765    0.62302    0.59846    0.51958
   32 1131    0.45915    0.27565    0.21646    0.27667    1.55878    1.59021
   32 1596   -0.25875    0.31141    1.53405    3.01531    2.17663    0.97108
   32 1693   -0.47385    0.34258    1.45532    2.28085    1.76910    1.65340
   32 1847   -0.50227    0.24947    0.26783    2.70717    0.43734    3.07940
   32 1968    0.47281    1.06589    0.75300    1.46415    0.63446    1.32637
   32 2098    0.41235    0.20822    1.33741    3.04116    3.04129    0.08953
   32 2151    0.12240    1.03991    0.38426    1.69029    2.57989    1.56882
   33  131    0.49083    0.29945    0.03647    2.85078    0.33921    2.96256
   33  289    0.95645    0.04810    1.22069    0.90932    2.53541    2.05741
   33  395    0.59918    1.06231    0.82861    1.92914    1.15509    1.96377
   33  477    0.36066    0.32664    1.33616    1.06166    0.54421    1.16268
   33  597    0.01778    0.51065    0.36303    2.76981    1.03609    2.18576
   33  632    0.47910    0.83688    0.81735    1.89943    1.26916    2.14207
   33  812    0.35152    0.21462    0.57640    2.87966    1.76175    1.41447
   33 1081   -0.21739    0.54055    0.46246    1.67683    1.04741    1.30454
   33 1168    0.70961    0.52310    1.02541    0.93502    0.66328    1.06241
   33 1177    0.03064    0.28561    0.94987    1.38513    1.31899    1.86775
   33 1639   -0.40047    0.18093    0.32162    2.89316    1.26725    1.90667
   33 1677    0.87560    0.68896    0.40616    1.96304    0.38250    2.04239
   33 1702   -0.44544    0.28890    0.36632    2.55586    0.55829    2.95896
   33 1878   -0.05813    0.44563    0.35924    0.13985    0.92816    0.92429
   34  123   -0.56105    0.84737    0.23060    1.99837    2.87461    1.11041
   34  187   -0.51923    0.17324    0.16058    3.03626    2.14967    0.99225
   34  208   -0.35636    1.22489    0.57389    1.46009    0.32418    1.50805
   34  454   -0.38150    0.31032    1.21248    0.83828    2.02311    1.93420
   34  479    0.17083    0.42480    0.33706    1.85265    1.42241    2.44956
   34  540   -0.77947    0.04671    0.83827    1.53160    1.65755    1.52425
   34  616   -0.67477    0.12567    0.27899    2.95818    2.87860    0.19708
   34  691   -0.45080    0.79200    0.73240    1.22664    1.08491    1.28975
   34  724   -0.89175    0.33128    0.79047    1.99625    0.08252    1.99645
   34  955   -0.74671    0.22089    1.36560    1.61990    1.53519    2.48252
   34 1086    0.05763    0.35606    0.86223    1.69901    1.49592    2.81267
   34 1169   -0.00148    0.90501    0.50850    1.94725    0.33979    1.96988
   34 1369    0.50172    0.27517    0.08343    0.26019    2.76751    2.84918
   34 1540    0.40885    0.95462    0.70268    0.97338    1.06786    1.38850
   34 1665   -0.28715    0.18694    1.04452    1.27471    1.14955    1.70997
   34 1900   -0.06704    0.45911    0.19133    0.25112    2.01969    2.05380
   34 2123   -0.10250    0.86761    1.09728    0.82828    1.18928    1.45672
   35  245   -0.11164    0.38768    0.45670    1.57709    1.55432    2.79807
   35  328    0.26705    0.52547    0.04013    0.26292    1.66912    1.67240
   35  360    0.34375    0.00665    1.45894    0.40082    1.19578    1.26484
   35  545    0.23294    0.22493    0.66805    1.70031    1.55778    2.62826
   35  551   -0.78067    0.37280    1.04805    1.45683    1.71267    2.47558
   35 1031    0.55727    0.06063    0.07011    0.15397    0.91100    0.91124
   35 1102   -0.15691    0.35671    0.44188    2.89299    0.73183    2.44921
   35 1174    0.71407    0.39124    0.15112    0.49492    0.51744    0.24071
   35 1487    0.27858    0.47722    0.04000    1.77456    1.64442    2.14178
   35 1613   -0.01829    0.35685    0.85943    1.87939    1.90438    1.43632
   35 1630    0.79581    0.21837    1.16803    1.40626    1.72048    1.95752
   35 1815    0.72360    0.59314    0.03523    2.81198    1.37571    1.77322
   35 1909    0.67718    0.25324    0.30438    2.98681    1.87991    1.26327
   36  158   -1.21363    0.01777    0.46710    1.77644    1.55996    2.29545
   36  187    0.32534    0.42892    0.78918    1.42432    2.37750    1.48552
   36  208   -0.76270    0.39073    1.13273    1.67443    1.46398    2.77179
   36  217    0.94600    0.13781    0.18546    0.12146    2.43185    2.42972
   36  308    0.15586    1.03401    0.37698    1.43124    1.35026    1.84319
   36  389   -0.10132    0.99285    0.22625    1.57289    2.28212    1.54628
   36  530    0.91623    0.50593    0.18694    1.30520    1.44841    1.15153
   36  558    1.21467    0.01005    0.98181    1.92068    1.65354    1.69062
   36  663   -0.89126    0.50250    0.62090    1.63507    1.36930    1.71693
   36  778   -0.42477    0.19643    0.24071    0.31409    0.80170    0.80194
   36 1159    0.48108    0.29428    0.38829    0.16046    2.90905    2.96535
   36 1201   -0.87677    0.46529    0.66580    1.30279    1.24290    1.30677
   36 1224    1.27088    0.03872    0.07404    1.70249    1.60371    2.44854
   36 1511    0.63707    0.34164    1.16881    1.70623    1.51462    2.06731
   36 1662   -0.60637    0.31929    1.10030    1.47781    1.49901    2.35100
   36 1665   -0.10721    0.34262    1.22799    0.82503    0.83927    0.77328
   36 1675    0.53603    0.40544    0.18252    3.01594    2.56147    0.57242
   36 1792   -0.05062    0.51013    0.03375    0.17230    1.91324    1.90717
   36 2087   -1.08928    0.07065    0.81700    1.44130    1.28107    0.58546
   36 2101    0.28023    1.15214    0.68123    1.59095    0.06752    1.59065
   37  320   -0.38687    0.26402    0.22639    0.37973    1.09802    1.09697
   37  345   -0.15817    0.28874    1.37538    2.59878    2.60856    0.10209
   37  543    0.56843    0.19000    0.19412    2.95629    2.59507    0.56496
   37  993   -0.18388    0.08307    1.10465    1.74265    1.89477    1.67668
   37 1072   -0.18464    0.61655    1.05594    1.41466    0.59775    1.58700
   37 1231    0.12862    0.61992    0.67640    1.35233    2.37442    2.04118
   37 1292    0.75123    0.81064    1.03583    1.31671    1.46402    1.92029
   37 1464    0.29319    0.57131    1.46662    0.33201    2.49988    2.43870
   37 1509    0.79734    0.06867    0.01667    0.44221    1.72342    1.73915
   37 1600    0.96567    0.18306    0.96337    1.46750    1.22350    0.90450
   37 1632    0.14869    0.52091    0.27101    2.93699    2.30263    0.83222
   37 1808    0.33479    0.86732    0.59562    1.11355    1.42077    1.84651
   37 1876   -0.39778    0.32075    0.12640    2.85234    0.89318    2.28382
   37 1910   -0.39585    0.44944    0.09817    0.56246    0.94591    0.82459
   37 2134    0.32701    1.01270    1.11713    1.88188    2.40331    1.47742
   38   42   -0.68056    0.80302    0.24312    1.41861    0.60572    1.23601
   38  109   -0.45934    0.34635    1.28563    0.50349    2.66834    2.90193
   38  183    0.11171    0.60437    1.40083    0.37615    1.22495    1.29828
   38  364   -0.33204    0.21140    1.39001    0.34680    1.16134    1.22411
   38  380    0.29646    0.89632    0.65474    1.27162    1.95725    1.93053
   38  890   -0.50506    0.06897    0.04024    0.24277    1.49080    1.49870
   38  906    0.61836    0.49657    1.42859    0.54028    2.89784    2.56262
   38  913    0.31874    1.02822    0.18936    1.44213    0.45762    1.35413
   38  992    0.16377    0.06839    1.42303    0.41728    3.03998    2.71481
   38 1107    0.67073    0.64706    0.24158    1.25486    1.98611    1.98119
   38 1255   -0.16713    0.43866    0.18300    2.91305    1.08875    2.08054
   38 1596   -0.01781    0.16200    1.43911    2.71012    1.40489    1.81406
   38 1795   -0.41743    0.26334    0.06091    2.75226    0.60591    2.66198
   38 1883    0.74110    0.65672    0.72870    1.36150    2.94747    1.79455
   39   72   -0.51575    0.19606    0.21183    3.00996    2.08661    1.05845
